plaintext,ciphertext,key,cipher_type
pnzodwiuqikzcopcucaj,dbncrkwiewynqcdqiqox,14,Caesar
bl qkhtzrglcarjuublm,vjrpbiemhqsvzipfwbcv,uyezr,Autokey
fcmrjunpyhriomscpeqd,spzewhacluevbzfpcrdq,None,ROT13
xlqbhje ekmol isuncv,svtebza adqwv ruliom,neojacfbrzdvqiwxtguplmhsky,Substitution
dnrnodedsuubpigcsdsv,endwdeepbjvbbrvdspbk,bamjp,Vigenère
xfrukzz vsqwzdtposwm,cuifpaa ehjdawgklhdn,None,Atbash
fuypywpaiq roodqgeui,afpmpxmhbv eddivjrfb,"(9, 7)",Affine
cmon nxbcerdtajgdnpw,phvo ogipdqwebmrwocz,"(7, 1)",Affine
c dvovx oeepzrpnmcsy,x welec lvvkaikmnxhb,None,Atbash
zzqzsfsywfqikjnndhrk,aajahuhbdujrpqmmwsip,None,Atbash
lxlmqjfhxw g vpkuwrs,lf rxjhgvwslqx pumwk,4,Rail Fence
wfauuritejmzbcmtob l,wauiembmo furtjzctbl,2,Rail Fence
yjux rwokhamekidslzt,ywezjromkltu kaisxhd,4,Rail Fence
tgjwzrs nsfhbvifnbtf,diqkokywjrwzoiakucon,kchop,Autokey
zlzmbxxiabe hecilgci,mymzokkvnor urpvytpv,None,ROT13
gvksalrinwyomhjuyftp,ncrzhsypudfvtoqbfmaw,"(1, 7)",Affine
pnq gcnmmykwgabyudrx,pngrncmwadxqgmkbu yy,4,Rail Fence
nyhxnt gpficqnxfuhda,fmnjfx klhqyofjhanbs,"(3, 18)",Affine
mmcezjynpr mvaqpabun,wwmojtixzb wfkazklex,10,Caesar
mzpjqqo fpohuqsccuon,mpqofouscozjq phqcun,2,Rail Fence
cazdaipijyoszeutdctr,kwrsmkphmywhhnshvbxl,iwspm,Autokey
xxhbnqijbpbi lekrx q,ggqkwzrskykr untag z,9,Caesar
ewotghjlzvohyjlflknm,bantmenkzbllxjrcpjns,xezag,Vigenère
sliswwp jslc yeoiivu,wvwftaz xfig isbfmfi,ekonx,Vigenère
hseknzeztveakmrkyf k,shvpmavagevzpnipbu p,None,Atbash
kpsxv fzxwaypyjmvayz,afinl vpnmqofozclqop,16,Caesar
xemhzzahfkwrfmqndsdg,hwraswetmjvrmrajuxpw,ksftt,Autokey
mlauqffqoysmx rcyncz,nozfjuujlbhnc ixbmxa,None,Atbash
dkwjlykcnhegv ntnayu,dnnkchtawkenyjyg ulv,5,Rail Fence
npjv cvxlflbygljcfmr,lknvxpkggsnwvrquddsc,yveak,Autokey
olwvhuczxnsgsjtfyboo,byjiuhpmkaftfwgslobb,None,ROT13
jpsvahcteauacfwhyuxm,cilotavmxtntvyparnqf,19,Caesar
yjlxwxmyt gjjsddnpmv,lwykjkzlg twwfqqaczi,None,ROT13
ig noydyk eemez muwn,rt mlbwbp vvnva nfdm,None,Atbash
zg asgv lwryeejsbcsc,xe yqet jupwcchqzaqa,24,Caesar
eigxm txuvumhgetggqj,nrujw qjbpbwaunquumv,ctkznhuarvsfwdeomixqbpyjgl,Substitution
zimrrlfygioajykgekrw,zrgjeirlyiaygkwmfokr,3,Rail Fence
svoexqhkw gajupggyjw,fibrkduxj tnwhcttlwj,None,ROT13
yzqxttimwxwlmdoyxurm,taxyccwkgygqkdhtylzk,refdbponwuiqkmhvxzjclsgyta,Substitution
knthischpmjyvqhieflg,pmgsrhxsknqbejsrvuot,None,Atbash
fqhkjyvoahoby mibeyr,fvyyqyob erhjaombkhi,4,Rail Fence
gqgjjssqrlvdrqhvao a,lvlooxxvwqaiwvmaft f,5,Caesar
dbqrqcosoalkqsdkwexo,mtfurlghrbucfvetotap,jspdb,Vigenère
hauiarovipsmilbdfkdx,idnmdvzrmquwmhgfoyfa,dgpftosimbyhwczqevuxnrlakj,Substitution
lrryagdkgla  tmhcdlv,oeeafcthcof  disbtol,fjbtqzcsughoivnkpemdwlxyar,Substitution
yceoxfxgsolgfkoy ndj,igxtqjqhftmhjdti wzs,ecgzxjhkvsdmlwtrpofunabqiy,Substitution
uasemtvlzjgtaarxxhrv,hnfrzgiymwtgnnekkuei,None,ROT13
rdgaombmslluimqvhsln,mybvjhwhnggpdhlqcngi,21,Caesar
khvwn lavktzyxpvcohz,olzar pezoxdcbtzgsld,4,Caesar
jzzeahfvhbcbycopzlfw,qaavzsuesyxybxlkaoud,None,Atbash
phzsvebfzhxrzjzlabru,strshtiercbseigiraat,dmsam,Autokey
gqbff nbgcwtztclgep ,hsbertdclhjgazehzdip,bcazm,Autokey
bpwncvvnleqanuoydnxj,wweukwkjyglvafsodarx,vhihi,Autokey
u enxcmuithobekzyqxm,f vmcxnfrgslyvpabjcn,None,Atbash
qjestjfwibqpstwck ty,dwrfgwsjvodcfgjpx gl,None,ROT13
kdqhhadeuewhbcpucnny,xqduunqrhrjuopchpaal,None,ROT13
jzclzgtvbqyuufzacqgr,qaxoatgeyjbffuazxjti,None,Atbash
bqzo  joiuwbecudnose,gvet  otnzbgjhzistxj,5,Caesar
vhtcwmmipfpoggeexeef,jkcdpvvtsisayyuufuui,zmdbuiyktwoxvhasqnlcejpfgr,Substitution
zoaccgjbfeyaoayxajmr,alzxxtqyuvbzlzbczqni,None,Atbash
yvrhuhowymaosgtjzp l,beisfsldbnzlhtgqak o,None,Atbash
fmsjwo ahubgp s nzch,cnsjhu govmfz s qlro,gmrwtcfoajiynquzbksevphxdl,Substitution
vxtchafmcfxvvrggobhs,pfqawidhadfppzttclwo,ilaxgdtwnyvbhkcumzoqspefrj,Substitution
unnmsiznptosjtztytcm,zppgunjpfwxuhwjwywrg,tdrkoqecnhlsgpxfamuwzbivyj,Substitution
sdtimumcegjuedjlzf g,zkaptbtjlnqblkqsgm n,7,Caesar
gpelozaloszpgaqbvhko,googvplzlspabhoeazqk,3,Rail Fence
hpbohqwhiingyawqztuq,ucobudjuvvatlnjdmghd,None,ROT13
hrldlqatlveexjnhzsyy,ueyqydngyirrkwaumfll,None,ROT13
hyaudmwxwvnvqwrcmgmv,xiukzowpwdhdmwfgoeod,"(19, 20)",Affine
ezgs ijbsnpgqzjqanrb,vath rqyhmktjaqjzmiy,None,Atbash
n pqvfik vdmwsonlczf,m kjeurp ewndhlmoxau,None,Atbash
jpkzewcamtmeifjycxwi,dkppvfrklxigirckgfbr,uvfqr,Autokey
oplnospnktviuwctgcgl,wccksacehxdvltgbttdp,inrxe,Vigenère
pxgiezsxco arudymiss,zaqbvopdksmsowrlmzmv,kdktr,Autokey
 gznrjvggyszdptczvyw, gzggycvzvstynjzpwrd,5,Rail Fence
almdzmatdrdprixtmcjj,nyzqmzngqeqcevkgzpww,None,ROT13
ze dtgrv xfuv suklrx,vwlxqfviqqllqapzegep,wsyux,Autokey
krzbiy afo s lyxkxmi,uxtfia mds q nahuhgi,"(19, 12)",Affine
spnxfmtvsewtdlc fxmd,cxhwfeiipjimydgjyaxf,kiuza,Autokey
ubvpovsbplysxxbngvzy,uvjxijqvxpcqnnvtsjrc,"(15, 6)",Affine
nlotocfyipgylevshdmc,aybgbpslvctlyrifuqzp,None,ROT13
tcfwxcturdzpxjibitac,zpnetigczzfcfrehvbiy,gniiw,Vigenère
gpnjqvukilec vnhxgds,tkmqjefprovx emsctwh,None,Atbash
bvxeqlpligxdtucqqhdk,aostrucubxsekzprrmef,"(15, 11)",Affine
yavrmbtougbk miviqgd,bzeinyglftyp nrerjtw,None,Atbash
giojp jllyakmati fsk,prxsy suuhjtvjcr obt,9,Caesar
eldf kyidx smckxxcth,haig bndio tzjboojse,"(25, 11)",Affine
tfytkgatexjdcdcnrqdt,gubgptzgvcqwxwxmijwg,None,Atbash
pdsssqbtkclrxwumjshh,bpeeecnfwoxdjigyvett,12,Caesar
ktejcbai lnndmsop ly,vepunmlt wyyoxdza wj,11,Caesar
zjdeoshihlcxsqjvq tp,lvpqaetutxojecvhc fb,12,Caesar
xvykszdumxtypmslkqrt,zxamubfwozvarounmstv,2,Caesar
ysp jkksphrbfw  oy f,lfc wxxfcueosj  bl s,None,ROT13
brt itvgvwdeghrvzvqu,ckfoeumziewzmcnydbxl,btmbw,Autokey
vatueeqo pbhfpgesvhi,ywzdbhmu yykbvpbvrnr,dwgjx,Vigenère
ayjayxeyjcgxexyorouj,fqcmdxchjadbcgauosrh,fstmf,Autokey
rmiqsmgktpthdszpibme,niojwifgsxsbdwuxotik,ztedkhfboygrialxjnwspmvcqu,Substitution
x dggtlkrztoptfhlxvt,v beerjipxrmnrdfjvtr,24,Caesar
hx oipewmalzfnacypwv,sc lrkvdnzoaumzxbkde,None,Atbash
sliegxppeuzmsmewnqvd,yjfsapaxiawbhqyvzihh,gyxou,Autokey
vo  qjwdwjxtkdcdepfo,ib  dwjqjwkgxqpqrcsb,None,ROT13
wulz ussoutnxqauaaoj,mkbp kiiekjdngqkqqez,16,Caesar
qkrosaiemppyufi jwyg,jpilhzrvnkkbfur qdbt,None,Atbash
nbnlqlyypjpaxwkkhxso,jsolnyzlazayvltzhuoy,wrbax,Autokey
wpuvvycqbuyrjdfadzxp,izyddsmehysjvrbcrxnz,"(5, 2)",Affine
fhwumzsyusyqierpoeam,mgjykezuoexigyjnemed,hzney,Autokey
jstjssyuzonhugamozl ,rroduaxptqvgpacunuf ,izvuc,Vigenère
rodrocpjoofmasycvhbn,xaithtdmfchbjgmhhhtl,gmfct,Autokey
ynunoeomkyzpfptbzfst,vkrklbljhvwmcmqywcpq,23,Caesar
yejtsdd zukmwfyiqhkl,yjsdzkwyqketd umfihl,2,Rail Fence
rckqecrpyjetwaxhlvna,ubmtwfqrbbhsydpkkxqs,dzcds,Vigenère
iwgqaeorjymyeivumukw,jntdwismyhzhijkvzvfn,wopbiqtajyflzgsrdmucvknehx,Substitution
owkgnucieh jsqsxxbjm,ldptmfxrvs qhjhccyqn,None,Atbash
ckvfsaomheyqastjairy,fnyivdrpkhbtdvwmdlub,3,Caesar
ddwgjnrqfqjuxznptwne,iwajaskuihonbceumaqv,ftedr,Vigenère
sgqjmhdcsnfohoptokon,htjqnswxhmulslkglplm,None,Atbash
zhallpneesgffaijlyzi,munyycarrftssnvwylmv,None,ROT13
jytjlgucvmuwbhovguql,cpncriwbyqwvjteyiwor,xjbslmithcfrqdeaogznwyvupk,Substitution
jpirramvrxnwchmctomv,djunqjbdionixyjppqth,uumwz,Autokey
hlizoyunjxriibquacdb,wodjfkeqibcddrlepnar,prnayuzwdisomqfglcxvethbkj,Substitution
yq iyoqqwewbhhrczsli,ld vlbddjrjouuepmfyv,None,ROT13
lsv oaxspmvoe egy iw,wdg zlidaxgzp prj th,11,Caesar
vjfp be syfroxldaeal,ymis eh vbiuraogdhdo,"(1, 3)",Affine
sczslw jacoilaxwkqyh,knamtopisnkvuazksbye,slbui,Autokey
wgbhkszrwxiktddxtbdy,qmodjnctqyzjrxxyroxh,uopxswmdzfjebaigvtnrlkqyhc,Substitution
edubvdkqv glgwhx sgs,vwfyewpje totdsc hth,None,Atbash
iwyaxpkfgjkeevaqkhdn,posmsxgdggzojbjaolyn,hsumv,Autokey
uwyycxxrhzxypeenqiqm,egiimhhbrjhizooxasaw,10,Caesar
sruvqmtmkiwhzrnhjl t,sqkzjrvmmihrhltutwn ,3,Rail Fence
 ukztaibmugyqzq zvzo, fpagzrynftbjaj aeal,None,Atbash
shjojul zenslbbszrjx,exqrqka wsneallewjqz,fligshcxdqoabnrmpjetkyvzuw,Substitution
jbbicoebkdt wehmhy r,jew bob eyrbckthhidm,4,Rail Fence
cawdvvclprnmwzomqavi,zxtasszimokjtwljnxsf,23,Caesar
skpwp jwycerdcvzgdac,rehfh mfydnbudskougd,gaduniojpmeqzwvhcbrxtsflyk,Substitution
gt oxqmwxbbjgjqppflo,gxxgptoqwbjjpfo mbql,3,Rail Fence
lfmehcqyfez onurqzxx,chprgtsbsdq qqhqhbak,rcdnz,Vigenère
oyiqsbehvrcwmpfqumfo,tdnvxgjmawhbrukvzrkt,5,Caesar
y hukxhuuzujekghovoc,yhkhuuegoo uxuzjkhvc,2,Rail Fence
eiganyzdxrxqzblctdwa,qhlgnpukztzwucmedkbg,gcekqxlvhsfmrniywtodajbzpu,Substitution
fpzvdmkridopvokfhvda,lvfbjsqxojuvbuqlnbjg,6,Caesar
mzpavtnsprtawdpavcmj,erhsnlfkhjlsovhsnueb,18,Caesar
uygrzi pwqjiciajht y,wqehvo xgctokoatjr q,"(5, 0)",Affine
nhgtsegfirpadueejmbm,mhxjtrnlbjtgicvtjpvq,zarqb,Autokey
iziriefgrrrllpevgma ,twtctefjcccppaevjzy ,yikdefjbtxspzmuarcgnqvohlw,Substitution
crhbfqjfozgosbyhatst,jotztsampewxxpxnoltr,hxmyo,Autokey
vbgfiwucmfihghthccwo,iotsvjhpzsvutuguppjb,None,ROT13
vfpuebarsfppyyes rik,ljhgepkrwjhhaaew ryi,"(5, 10)",Affine
ijppkzlabcojwonq bjg,lmssncodefrmzrqt emj,3,Caesar
czoywcuymanbltgfijzk,hkxpletmkwpvjfgsjusq,fljrp,Autokey
e mm hfhlfqvvdofp ll,v nn susoujeewluk oo,None,Atbash
bvobekhnledxzj sjkrb,evezklcbminemurvgjao,daqyg,Autokey
jumgupvvmsbgiwmd qiy,trqdrxiiqbndpfqm apj,gnvmsodyptwkqhlxaeburifcjz,Substitution
 vr rnrpetecsaeopcpt,lvurfamgrkrthexsrupx,yadeo,Autokey
ua jhovprlexkjmq rfa,uhrk ajoplxjqra vemf,3,Rail Fence
xqfkebl nhrnncjkzlrz,cjupvyo msimmxqpaoia,None,Atbash
qqcsakmkts dhisyczeo,mmkqgaeafq zhwqckroi,"(15, 6)",Affine
dklfvahiboztuxsleqlm,wpouezsrylagfchovjon,None,Atbash
zxonftvkmgfgokiukwln,vhtrspfpqtbqtovqubpa,wkfen,Vigenère
azkdbeoteizahupiywnn,zapwyvlgvrazsfkrbdmm,None,Atbash
dwgirknouzdzcrsnpziz,tceubkvqmntnybwvlnun,"(21, 8)",Affine
ud msumcut dqwkz rwc,sz exykymy hosce vuy,ywsfe,Vigenère
onyiom crxmewdqtsvjr,exwoeq yzpqmifsngbvz,"(7, 10)",Affine
gdmyauwotcbtjdqudqua,tqzlnhjbgpogwqdhqdhn,None,ROT13
ofqgqozd z lgpijudio,ufmnxcettpbkjchwfjxw,gawhh,Autokey
mlurziapjptlxemvukrc,bnbxouljaoblmnbofhvo,pchgp,Autokey
 sizwov rxlauhukfyme, rfs xkyivlumzoahewu,5,Rail Fence
q udtjduofwwprgmtizv,j fwgqwfluddkitngrae,None,Atbash
zkux fqcnklafrqun ec,znnkcku uqlqexfarc f,5,Rail Fence
yejfpbjqordtarhkcfxu,xnyirqypjvaflvzekihg,lqkanitzdyecbsjrpvmfgouhxw,Substitution
xyqzcyunzkmaylwtbidh,wdzkfdbekjxrdqpuyvmo,"(7, 17)",Affine
fvqvxhfiosaty lfrcps,ffypvhit csqxoalrvsf,4,Rail Fence
fajqkvllxxfplspjmiaz,zatcybddllzxdmxtioav,"(5, 0)",Affine
jsf  zmabkcxqmisnt c,j bqns zakxmstcfmci ,3,Rail Fence
cyfgudbeunalkvsosgho,ariwyelvyumtzkdqdwhq,mlaeviwhngztbuqsfcdoykxprj,Substitution
fmklbhkyyrlmrrvxti o,rcmhkomzzdhcddtpgn v,ukwqerlonfmhcivyxdjgbtapzs,Substitution
hb awfmidjokhzyalosp,yk mvddrpimbqlxycxeo,rjmzy,Vigenère
hdnuxmpcndbsgieqzyne,aqtzitsphanhivhrrevi,tngfl,Autokey
jmdxkgokyhfs kfzgtsj,jky gmxgkhskztjdoffs,3,Rail Fence
ihoylaauces wupbpywv,vublynnhprf jhcoclji,None,ROT13
zlqizfnxyldfqedpjfiu,pakvrvcrldtukrvfyzvm,qpuns,Vigenère
aonyvphhlvsbutfsvhlj,ecdjlniiylutamquliys,etfwgqkibshyxdcnvzumalrojp,Substitution
tdbagubxchmsigmvnsgq,tbigduxsgsqbgcmmnahv,4,Rail Fence
 vzsuxl votbdewvxylv,tstfrkgmniqmqzkoybpr,gxunx,Autokey
hnio kvbscqbxkfkfvb ,hufg vkxwyixjvmvmkx ,txybnmqhfsvclugriawdekojpz,Substitution
lxsgjsmactiswtgahjqi,lchxatajsmigqgsstijw,5,Rail Fence
eakpiqnhebhzguuglhio,iyakfzopihpjvrrvcpfu,yhedibvpflactoukzxswrmnqgj,Substitution
zbwjennojqpmvghvxhmk,wytgbkklgnmjsdesuejh,23,Caesar
 pcpfkyfzlsqffcigrys, bobrwkrlxecrrousdke,12,Caesar
lpx qtibady owrgdhol,liooptb whlxqayrd dg,4,Rail Fence
pajhidfryseszjulngpp,ixyaosfafahxqhmpffyj,txptg,Autokey
kx ngqlqm gxtekfzlfm,er hakfkg arnyeztfzg,20,Caesar
fccfireiplskvdqgktue,iydysuajivvgwwajguno,dwbtk,Vigenère
bgytltowaovh   swezn,otlgygbjnbiu   fjrma,None,ROT13
imkxuxoouvpipwhpsjxf,rnpcfcllfekrkdskhqcu,None,Atbash
pywajqzrtxbrsoukyflt,cljnwdmegkoefbhxlsyg,None,ROT13
tvlbp rwtixnrnmssgzh,geoyk idgrcmimnhhtas,None,Atbash
klinsxvgvnecsfomhorh,neaxtaoyfohvkpppagbi,dtskb,Vigenère
zbokmpqqafrrgapahdwz,myymycnacreoqcbnenyl,nxkcm,Vigenère
hhuqncfxjnwchcuooxym,ddugmcopvmncdcuttprx,fyczsoldwvqkxmtigjebuhnpra,Substitution
iblnlqclt fufkfvxnin,ryomojxog ufupuecmrm,None,Atbash
vcccoxmrrmbdqnwpeiqb,lsssenchhcrtgdmfuygr,16,Caesar
rpkvvuclvvqz fqpozyz,ecxiihpyiidm sdcbmlm,None,ROT13
 kgxgqhkwlxpnkwhfft , sofoypsetfxvsepnnb ,8,Caesar
nkhafvomammvpfoawgfq,mpszuelnznnekulzdtuj,None,Atbash
vncuxvmbbjbupsxhfzwf,xphhlqzdvgwgqtgizooc,ccfno,Autokey
weduylfyhmxcbqqcsapd,whuunliphbxfsqfcvrps,adrap,Vigenère
wdbfbbyay xvusjkp zj,wbyupdfba vsk jbyxjz,3,Rail Fence
zrpfux fwghxwewyhiuk,aikufc udtscdvdbsrfp,None,Atbash
optdrkmqhywyjqqlumar,ohupqylmtmwqadkyqrrj,5,Rail Fence
hyvavbzwiiiwoqtmddgx,dnaitxobqgeltyrisiov,wpfiy,Vigenère
gefyjjtvuqadkdlkvmjg,mkleppzbawgjqjrqbspm,6,Caesar
ynshxfinsg ptlzpanek,bwhjndkwhg yvspyfwrc,fuairdgjkocsmwqyzxhvtlenbp,Substitution
qedkdsgfxvgjtcewoqkq,drqxqftskitwgprjbdxd,None,ROT13
puvvbdoybhfdiheuzxdi,poidudydhxivbbfezvhu,4,Rail Fence
 cc qjyrojaawgktbguc, me vwibqonkgipglqwh,kcfnk,Vigenère
lpfrdg kqv jtavujncn,okuiwt pje qgzefqmxm,None,Atbash
njehiqfghjzhlvddmpfk,awruvdstuwmuyiqqzcsx,None,ROT13
saatgipgnkfucfmtbbwj,hzzgtrktmpufxungyydq,None,Atbash
fzthxxjpbaezucmgtabo,smgukkwconrmhpztgnob,None,ROT13
bmh gbacmmncpniypogj,ozu tonpzzapcavlcbtw,None,ROT13
jysqjkiiriofmrnwtibc,exbiafhrjzjevjersrtt,vzjsr,Vigenère
thmfbqyleobdl ficcxm,rfkdzowjcmzbj dgaavk,"(1, 24)",Affine
hg z qrncisqjrdd bpb,st a jimxrhjqiww yky,None,Atbash
ijcrrtcqhxnnfjulervh,qswafblsyogpvqryrweb,ijujo,Autokey
 jcphaybitucatbnygwa, itgaldcrwntlwcydjvl,"(17, 11)",Affine
xkpogvhxpwzcbqzxcdxu,kxcbtiukcjmpodmkpqkh,None,ROT13
fyk cwigftpjrxrfxlcm,alh bdzraeoqwuwauybp,"(17, 19)",Affine
d gfkyjclrmvedlxacee,y zxdlqegvbpfygjkeff,kaeyfxzrmqdgbcsutvnwipojlh,Substitution
wplpdvyujcxpxaaedlvi,ngyqqmphkpogkbnvuywv,rrnbn,Vigenère
ianhmtftawhojpuhlvwz,inmfahjulwahttwophvz,2,Rail Fence
pxmkvfysaptclkrqckw ,bvgldmfitbaselrqslk ,tpscymwuohlegjzbqriaxdkvfn,Substitution
blbz ueuhwynqdu xyks,jhaqavpvgjsrkkqlkonm,iwzrn,Autokey
lb qjyjnkrdnevmgpxl ,yo dwlwaxeqariztcky ,None,ROT13
gohlszfmgdrnyktksiqc,satxelryspdzkwfweuco,12,Caesar
wyutzagr zrwjsbqrzzc,wz jrytarzwsqzcugrbz,3,Rail Fence
snyoqattpmkivfrygr w,falbdnggczxviselte j,None,ROT13
hrleavetzlslkygkmosx,sxcizrimlcwcedqethwk,zjfoiuqsagectvhybxwmprnkdl,Substitution
 pxoutmz yporqlwppkb, mrkptzoqpbxu plpoyw,4,Rail Fence
hzvdlslwlwgtsandlsvs,hlsvzswtassvllgnldwd,4,Rail Fence
 nlbznrvcrvsczgdxa t, cxnvrdalrvg bnsztzc,5,Rail Fence
sfqvrtxdidntbfxjffdu,sqrxinbxfdfvtddtfjfu,2,Rail Fence
wyttldrudiobir kiw x,zcgjlgvhtirfvh kla k,denqa,Vigenère
hlhymumopkulsoqvfnrt,tstpaoacdlosicvxwfkz,ejryqwhtmglsafcdvkizoxunpb,Substitution
slsznedkzqqsahxtmno ,rqdmswocyduvkgnjenvk,zflnf,Autokey
gyplofmltolloauahlfc,gpomtlouhfylflolaalc,2,Rail Fence
 oortfqsmexxuehuxfoq, bbegsdfzrkkhruhksbd,None,ROT13
zwsdcdpcqaqml nwebh ,cexvjvgjuyupr kehzt ,yzjvhnftoqbrpklgusxiwmedac,Substitution
idedssiinanenzwlkthx,lvbtxvafdfqwkpbocqxc,dsxqf,Vigenère
bgyeevhscepsnzbu dpt,ysttxstnrxmeiour pki,xmvpt,Vigenère
lx czjhkskfcyjqracjw,lzsyaxcjkkcjrcw hfqj,3,Rail Fence
i ijkes gyncmpwiymcc,v vwxrf tlapzcjvlzpp,None,ROT13
mdjyebujphxkhcnwauaz,xdszgmusqjikqdphadbb,lajbc,Vigenère
t vyefmh bucxcwlmu h,m orxyfa unvqvpefn a,19,Caesar
lhfzujn pevvpckdirpl,tcisbjx ryooranlhmrt,epalyifchjntzxgrqmkubovwds,Substitution
ubdv djkyildajjmltqq,u yalbvdkidjmtqdjljq,3,Rail Fence
lgpkpidsvrjfvnshyhhc,bwfafytilhzvldixoxxs,16,Caesar
zjrqddutqluayzfcqiag,lhuzttqkzgqbilejzwbr,bcjtxerawhvgfpdszumkqnyoil,Substitution
inoaypcyxvaicgjjwbme,iyxcwnapyvigjbeocajm,3,Rail Fence
pjkybnnqakmttu sgiuj,pbatgjynqktusijknm u,3,Rail Fence
xxgjtrcbhtdodxeafaav,qxvaukcqyuwosoftfprw,taprb,Vigenère
jbjmpdubc uhgqbxvjxi,qyqnkwfyx fstjyceqcr,None,Atbash
udnhotzgcxrugiamgtzu,ucgdgxmtnzrazhtuiuog,5,Rail Fence
sklpbpxmfdwfhzunahks,mkgnljxhdnqfcxehacic,uavyk,Vigenère
rbq xwb hevtesaauxpc,iyj cdy svegvhzzfckx,None,Atbash
nndxrrermt qh qoxytb,ssipmmomzf kh kgpjfv,bvdiowahunxlzsgqkmefyrcpjt,Substitution
dqpbpampsdxiwxpoydcu,dppmsxwpycqbapdixodu,2,Rail Fence
 zjrziwwbpzgfzwmvbbg,rrezavvfsohcballbgac,esvib,Autokey
snsqtc wbgwq fcffwoo,lgljmv puzpj yvyyphh,19,Caesar
ppcx nduiahfmtpslu u,jjpy mqfxzhdobjiuf f,znpqadlhxwguomsjvkibfcryet,Substitution
bqollssnymebpgxkjifn,yjloohhmbnvyktcpqrum,None,Atbash
o  zbyysykcwlrbxxo s,zocdfmlfxlaudplztzet,lbpee,Autokey
gnwimxk swfgvtqmqwgj,tajvzkx fjstigdzdjtw,None,ROT13
vhskescqoyw hvnluvws,vchwhsq vvsseownukyl,4,Rail Fence
bxydjtqabkjnfmomxsxz,atedgunyetcdfnyvkxjn,zwgax,Autokey
owfxciidxkgkgfebcjnx,bjskpvvqkxtxtsropwak,None,ROT13
bpryshjuomtjmgtdyiyl,cfssuizviouznaveojsn,bqbuc,Vigenère
rnetgayheomqdshajwix,rfvmqnpeviwohuenbltd,nzshvkqetbcywfiaorumgxldpj,Substitution
zkylmzdplejfwx yczrq,mxlyzmqcyrwsjk lpmed,None,ROT13
yfomze dyipowoewwluw,uevdsl fuhivpvlppwap,jyrflenmhxkwdovibctgazpqus,Substitution
lwqdbhqawmnhhctqsyjy,yjdqoudnjzauupgdflwl,None,ROT13
zgzlyhdwckltqqfujlsv,zcjgwkulzdlfslhtqvyq,5,Rail Fence
xwwwonkxcxjjtbdjvlyz,ydufxkgtylwtqdaseezc,bhyjj,Autokey
i nouutjwyq otjyjyku,r mlffgqdbj lgqbqbpf,None,Atbash
kmexizvjnzwypepevqjp,bdvozqmaeqnpgvgvmhag,17,Caesar
ewzjq np nwoqyzldvsa,e dwpnlvznwzsj oyaqq,5,Rail Fence
skqbgqrbcgwzwfzzkrsv,decfscnfusagalggendz,bfupxlstjweokhyicndmrzavqg,Substitution
rrvvokermxnculsjzxni,romuzrvkrxcljxivensn,3,Rail Fence
j cm mfhaddxatpbcjny,isybnvsjmqpchtsezjgn,zfwpa,Autokey
 wnax szimyn fwfgrhp, wraj tkdpzr xwxvseg,amolhxvedqbyprfgustnicwjzk,Substitution
qczdmywrqbmfzcqduesh,wmhvyjpfwcynhmwvirbx,ucmvrngxzeqlykaswfbtiopdjh,Substitution
quqjjebqfnsexkwsfyuv,xbxqqlixmuzlerdzmfbc,7,Caesar
qwopkbbnflfhdrgwibin,ejvsmrxbuvgiqwrbpezt,onhdc,Autokey
cxixawit yqoaamdchbh,lehwwfps xmxhzlzloag,jhzzw,Vigenère
uovqwhhdltpeoflbtvcm,flejdsswogkvluoygexn,None,Atbash
chwwjtrklplnxtlkccbr,pujjwgexycyakgyxppoe,None,ROT13
sjcbotyxogjav kfzkae,scoyojvkzajbtxga fke,2,Rail Fence
ywnmacjjzjqztouxfhju,yjtjwcjzohunazqufmjx,4,Rail Fence
guwxrnkdma odsrqjovq,qeghbxunwk yncbatyfa,10,Caesar
lzgnpkyvrvlrzhbtmtop,oatmkpbeieoiasygnglk,None,Atbash
wkpzhdulr glhhmjtmjv,fuewkyzlt hlkkpcapcm,jbgyoihkxculpdvertqazmfnsw,Substitution
rvj rndrimbfueiqpbnh,iyp iejimzdxngmwldeo,sdrjgxtompakzehlwiqvnybufc,Substitution
q ea dym stwovjuhyi ,d br jaz pkcqiglnav ,nxrgc,Vigenère
htxs ydaveyecxdwjthl,h vcjtsyaeexwtlxdydh,3,Rail Fence
jczxkohmavn ciygueao,mpugtvyhbso pfnrldbv,"(7, 1)",Affine
fesw rrrfimpurxgsipv,nwqs tttnzduotyiqzuv,ckxawnibzfgrdjluptqeovsymh,Substitution
purq ebjdmcm eorduvc,ykkvntvatzgnwhatphzq,jqtfa,Autokey
lkikfugtbthbqnmrwxmd,gevbifqblybhjofyxnzp,vunrd,Autokey
ufkvvymbqoopvphsx kv,fupeebnyjllkekshc pe,None,Atbash
 jxhjxeghhawvu kqvhx, wkuwkrtuunjih xdiuk,None,ROT13
ylolmprviuuwqxbjzekq,gtwtuxzdqcceyfjrhmsy,8,Caesar
zadljkdwnqaffbpnmwwm,hiltrslevyinnjxvueeu,8,Caesar
uhsfayotqllwljbjvvsx,xkvidbrwtoozomemyyva,3,Caesar
anxtwjeddfzytsbvxomc,zmcgdqvwwuabghyeclnx,None,Atbash
ilrlabvthziizwvjqpiu,ngedggqgzfndmobolcaa,fvnsg,Vigenère
